02:22:30,933 INFO  AppSettings     Loading app settings...
02:22:32,864 WARN  XmlData         0x8560 and 0x8567 has the same name of Moon Dark Tile!
02:22:32,869 WARN  XmlData         '1Crystal Graoundb1' and '1SnowGround1' has the same ID of 0x5579!
02:22:32,874 WARN  XmlData         'Gothic Rug' and 'Gothic Rug' has the same ID of 0x0049!
02:22:32,876 WARN  XmlData         0x0049 and 0x0049 has the same name of Gothic Rug!
02:22:32,877 WARN  XmlData         0x0065 and 0x0061 has the same name of Grey Circle!
02:22:32,907 WARN  XmlData         'Ice Tomb Attacker Statue' and 'Void anchor' has the same ID of 0x7fa9!
02:22:32,959 WARN  XmlData         'Lantern Flicker' and 'Lantern Flicker' has the same ID of 0xab55!
02:22:32,967 WARN  XmlData         0xab55 and 0xab55 has the same name of Lantern Flicker!
02:22:32,985 WARN  XmlData         'Nexus Anchor' and 'Royal Majesty Bolt2' has the same ID of 0x7412!
02:22:32,987 WARN  XmlData         'Nexus Chinese Dragon' and 'Haunted Shield' has the same ID of 0x7413!
02:22:33,036 WARN  XmlData         'Lil' Ghost Skin' and 'Carrot of Wisdom' has the same ID of 0x8031!
02:22:33,039 WARN  XmlData         'Spirit Skin' and 'Carrot's Revenge Basic' has the same ID of 0x8032!
02:22:33,040 WARN  XmlData         'Baby Skin' and 'Carrot's Revenge' has the same ID of 0x8033!
02:22:33,048 WARN  XmlData         'Eagle Skin' and 'Planted Carrot' has the same ID of 0x8040!
02:22:33,051 WARN  XmlData         'Blue Landfish Skin' and 'Sealed Crystal Skull' has the same ID of 0x8078!
02:22:33,057 WARN  XmlData         0x0197 and 0x0164 has the same name of Heal!
02:22:33,071 WARN  XmlData         0x019a and 0x0715 has the same name of Decoy!
02:22:33,123 WARN  XmlData         0x5461 and 0x7f60 has the same name of Elf!
02:22:33,300 WARN  XmlData         'Heavy Crossbow Bolt' and 'Infestation 2' has the same ID of 0x0001!
02:22:33,344 WARN  XmlData         'Red Fire' and 'Infestation 1' has the same ID of 0x0002!
02:22:33,361 WARN  XmlData         'Poison Katana Slash' and 'Poison Katana Slash' has the same ID of 0x217e!
02:22:33,362 WARN  XmlData         0x217e and 0x217e has the same name of Poison Katana Slash!
02:22:33,366 WARN  XmlData         0x738d and 0x5783 has the same name of BellaShot!
02:22:33,371 WARN  XmlData         0x738e and 0x5780 has the same name of BellaBerry!
02:22:33,372 WARN  XmlData         0x738f and 0x5782 has the same name of BellaPetal!
02:22:33,374 WARN  XmlData         0x740d and 0x5781 has the same name of BellaLeaf!
